"server","code","serviceCode","price","serviceList","serviceName"
"server4","mobikwik4","fo","10.0","ServiceList(serviceId=304, serviceCode=fo, serviceName=MobiKwik)","MobiKwik"
"server3","dream113","ve","18.0","ServiceList(serviceId=531, serviceCode=ve, serviceName=Dream11)","Dream11"
"server3","amazon3","am","15.0","ServiceList(serviceId=17, serviceCode=am, serviceName=Amazon)","Amazon"
"server3","zupee3","mi","15.0","ServiceList(serviceId=600, serviceCode=mi, serviceName=Zupee)","Zupee"
"server1","swiggynewnumber1","jx","22.0","ServiceList(serviceId=453, serviceCode=jx, serviceName=Swiggy)","Swiggy New Number"
"server4","whatsapp4","wa","71.0","ServiceList(serviceId=545, serviceCode=wa, serviceName=Whatsapp)","Whatsapp"
"server4","rummynobel4","rmb","8.0","ServiceList(serviceId=633, serviceCode=ybl, serviceName=Rummy nobel)","Rummynobel"
"server4","jaatbet4","jaa","7.0","ServiceList(serviceId=807, serviceCode=jaa, serviceName=Jaatbet)","Jaatbet"
"server4","park4","pak","7.0","ServiceList(serviceId=808, serviceCode=pak, serviceName=Park+)","Park"
"server4","uber4","ub","7.0","ServiceList(serviceId=506, serviceCode=ub, serviceName=Uber)","Uber"
"server4","irctc4","irc","13.0","ServiceList(serviceId=216, serviceCode=us, serviceName=IRCTC)","IRCTC"
"server1","bumble1","bum","7.0","ServiceList(serviceId=753, serviceCode=bum, serviceName=Bumble)","Bumble"
"server1","cricketcom1","ctc","7.0","ServiceList(serviceId=762, serviceCode=ctc, serviceName=Cricket.com)","Cricketcom"
"server1","cultfit1","tut","7.0","ServiceList(serviceId=787, serviceCode=tut, serviceName=Cult.fit)","Cultfit"
"server1","doorverse1","aqv","7.0","ServiceList(serviceId=761, serviceCode=aqv, serviceName=Doorverse)","Doorverse"
"server1","jungleepoker1","reg","7.0","ServiceList(serviceId=806, serviceCode=reg, serviceName=Junglee Poker)","JungleePoker"
"server1","lizol1","loi","7.0","ServiceList(serviceId=763, serviceCode=loi, serviceName=Lizol)","Lizol"
"server1","lulumalls1","msl","7.0","ServiceList(serviceId=789, serviceCode=msl, serviceName=Lulumalls)","Lulumalls"
"server1","mpartner1","rnr","7.0","ServiceList(serviceId=764, serviceCode=rnr, serviceName=MPartner)","MPartner"
"server1","parimatch1","prm","7.0","ServiceList(serviceId=385, serviceCode=prm, serviceName=Parimatch)","Parimatch"
"server1","primeopinion1","mpi","7.0","ServiceList(serviceId=752, serviceCode=mpi, serviceName=Prime Opinion)","PrimeOpinion"
"server1","richkart1","aqk","7.0","ServiceList(serviceId=750, serviceCode=aqk, serviceName=Richkart)","Richkart"
"server1","spin1011","npp","7.0","ServiceList(serviceId=788, serviceCode=npp, serviceName=Spin 101)","Spin101"
"server1","vanaasthal1","aqj","7.0","ServiceList(serviceId=749, serviceCode=aqj, serviceName=Vanaasthal)","Vanaasthal"
"server1","vishalmegamart1","gha","7.0","ServiceList(serviceId=755, serviceCode=gha, serviceName=Vishal Mega Mart)","VishalMegaMart"
"server1","xreward1","aqo","7.0","ServiceList(serviceId=757, serviceCode=aqo, serviceName=xREWARD)","xREWARD"
"server4","zomato4","dy","7.0","ServiceList(serviceId=100, serviceCode=dy, serviceName=Zomato)","Zomato"
"server1","mobikwik1","fo","8.0","ServiceList(serviceId=304, serviceCode=fo, serviceName=MobiKwik)","Mobikwik"
"server1","woohoo1","ooh","12.0","ServiceList(serviceId=793, serviceCode=ooh, serviceName=Woohoo)","Woohoo"
"server1","google1","go","25.0","ServiceList(serviceId=168, serviceCode=go, serviceName=Google)","Google (Gmail)"
"server1","mstock1","cts","12.0","ServiceList(serviceId=751, serviceCode=cts, serviceName=M Stock)","MStock"
"server1","indiamart1","rar","12.0","ServiceList(serviceId=759, serviceCode=rar, serviceName=Indiamart)","Indiamart"
"server1","leonbet1","btl","12.0","ServiceList(serviceId=769, serviceCode=btl, serviceName=Leon Bet)","LeonBet"
"server1","classicrummy1","crm","11.0","ServiceList(serviceId=74, serviceCode=crm, serviceName=Classicrummy)","Classicrummy"
"server1","tigergames1","sre","12.0","ServiceList(serviceId=780, serviceCode=sre, serviceName=Tiger games)","Tigergames"
"server1","rummymillionaire1","lir","11.0","ServiceList(serviceId=275, serviceCode=lir, serviceName=Rummymillionaire)","Rummymillionaire"
"server1","veerabrowser1","ree","12.0","ServiceList(serviceId=770, serviceCode=ree, serviceName=Veera Browser)","VeeraBrowser"
"server1","shopsy1","yps","11.0","ServiceList(serviceId=801, serviceCode=yps, serviceName=Shopsy)","Shopsy"
"server1","luckyclub1","ulc","9.0","ServiceList(serviceId=767, serviceCode=ulc, serviceName=Lucky Club)","LuckyClub"
"server1","tajrummy1","tuj","9.0","ServiceList(serviceId=775, serviceCode=tuj, serviceName=TAJ Rummy)","TAJRummy"
"server1","magicpin1","ngc","9.0","ServiceList(serviceId=327, serviceCode=ngc, serviceName=Magicpin)","Magicpin"
"server1","spin7771","pnn","9.0","ServiceList(serviceId=738, serviceCode=pnn, serviceName=Spin777)","Spin777"
"server1","rummybloc1","cmy","9.0","ServiceList(serviceId=686, serviceCode=cmy, serviceName=Rummy Bloc)","RummyBloc"
"server1","rummyregal1","lmr","9.0","ServiceList(serviceId=694, serviceCode=lmr, serviceName=Rummy Regal)","RummyRegal"
"server1","startwin1","tsi","9.0","ServiceList(serviceId=765, serviceCode=tsi, serviceName=Startwin)","Startwin"
"server1","cockfight1","ccf","9.0","ServiceList(serviceId=59, serviceCode=ccf, serviceName=CockFight)","CockFight"
"server1","confirmtkt1","ror","9.0","ServiceList(serviceId=774, serviceCode=ror, serviceName=ConfirmTkt)","ConfirmTkt"
"server1","indiapolls1","pls","9.0","ServiceList(serviceId=790, serviceCode=pls, serviceName=Indiapolls)","Indiapolls"
"server1","e2zstore1","ter","9.0","ServiceList(serviceId=768, serviceCode=ter, serviceName=e2zSTORE)","e2zSTORE"
"server1","mantrishop1","prh","9.0","ServiceList(serviceId=766, serviceCode=prh, serviceName=Mantrishop)","Mantrishop"
"server1","truepay1","tau","9.0","ServiceList(serviceId=795, serviceCode=tau, serviceName=Truepay)","Truepay"
"server1","blablacar1","ua","6.0","ServiceList(serviceId=504, serviceCode=ua, serviceName=BlaBlaCar)","BlaBlaCar"
"server1","youthcongress1","coc","7.0","ServiceList(serviceId=71, serviceCode=coc, serviceName=Youth Congress)","YouthCongress"
"server1","telegramcode1","tgc","100.0","ServiceList(serviceId=791, serviceCode=tgc, serviceName=Telegram code)","Telegramcode"
"server1","thehaat1","hte","30.0","ServiceList(serviceId=803, serviceCode=hte, serviceName=The Haat)","TheHaat"
"server1","googlemessaging1","llo","25.0","ServiceList(serviceId=804, serviceCode=llo, serviceName=Google Messaging)","GoogleMessaging"
"server1","swiggy1","jx","25.0","ServiceList(serviceId=453, serviceCode=jx, serviceName=Swiggy)","Swiggy"
"server4","narendramodi4","nem","13.0","ServiceList(serviceId=805, serviceCode=nem, serviceName=Narendra Modi)","NarendraModi"
"server4","mediaexpress4","mex","8.0","ServiceList(serviceId=809, serviceCode=mex, serviceName=Media Express)","MediaExpress"
"server4","rummyeast4","rme","7.0","ServiceList(serviceId=810, serviceCode=rme, serviceName=Rummy East)","RummyEast"
"server3","airtel3","zl","12.0","ServiceList(serviceId=594, serviceCode=zl, serviceName=Airtel)","Airtel"
"server3","irctc3","us","15.0","ServiceList(serviceId=216, serviceCode=us, serviceName=IRCTC)","IRCTC"
"server1","swiggyoldnumber1","jx","25.0","ServiceList(serviceId=453, serviceCode=jx, serviceName=Swiggy)","Swiggy Old Number"
"server4","vegascasino4","vec","9.0","ServiceList(serviceId=648, serviceCode=gas, serviceName=Vegas Casino)","VegasCasino"
"server1","whatsapp1","wa","90.0","ServiceList(serviceId=545, serviceCode=wa, serviceName=Whatsapp)","Whatsapp"
"server4","rummyloot4","fl","7.0","ServiceList(serviceId=486, serviceCode=fl, serviceName=RummyLoot)","RummyLoot"
"server3","microsoft3","mm","15.0","ServiceList(serviceId=305, serviceCode=mm, serviceName=Microsoft)","Microsoft"
"server3","flipkart3","xt","12.0","ServiceList(serviceId=143, serviceCode=xt, serviceName=Flipkart)","Flipkart"
"server4","telegram4","tg","30.0","ServiceList(serviceId=478, serviceCode=tg, serviceName=Telegram)","Telegram"
"server4","winmatch4","wim","8.0","ServiceList(serviceId=664, serviceCode=mai, serviceName=WinMatch)","WinMatch"
"server1","medibuddy1","mbd","10.0","ServiceList(serviceId=293, serviceCode=mbd, serviceName=MediBuddy)","MediBuddy"
"server3","zepto3","adi","11.0","ServiceList(serviceId=598, serviceCode=zpt, serviceName=Zepto)","Zepto"
"server1","shinebrandseeds1","nee","9.0","ServiceList(serviceId=816, serviceCode=nee, serviceName=Shine Brand Seeds)","ShineBrandSeeds"
"server1","foundit1","nfi","7.0","ServiceList(serviceId=733, serviceCode=nfi, serviceName=Foundit)","Foundit"
"server1","winmatch1","hci","8.0","ServiceList(serviceId=664, serviceCode=mai, serviceName=WinMatch)","WinMatch"
"server1","789jackpotsagent1","pgc","7.0","ServiceList(serviceId=772, serviceCode=pgc, serviceName=789jackpotsagent)","789jackpotsagent"
"server1","99acres1","fw","7.0","ServiceList(serviceId=147, serviceCode=fw, serviceName=99 Acres)","99Acres"
"server1","acko1","amf","7.0","ServiceList(serviceId=644, serviceCode=amf, serviceName=Acko)","Acko"
"server1","mystore1","omy","7.0","ServiceList(serviceId=702, serviceCode=omy, serviceName=Mystore)","Mystore"
"server1","appolomoon1","nmo","7.0","ServiceList(serviceId=736, serviceCode=nmo, serviceName=Appolo Moon)","AppoloMoon"
"server1","bigbasket1","bgb","7.0","ServiceList(serviceId=42, serviceCode=bgb, serviceName=bigbasket)","Big Basket"
"server1","browniestudio1","dns","7.0","ServiceList(serviceId=714, serviceCode=dns, serviceName=Brownie Studio)","BrownieStudio"
"server1","cadburyperk1","cbp","7.0","ServiceList(serviceId=56, serviceCode=cbp, serviceName=Cadbury Perk)","Cadbury Perk"
"server1","caironfashion1","aqi","7.0","ServiceList(serviceId=748, serviceCode=aqi, serviceName=Cairon Fashion)","CaironFashion"
"server1","cashmypic1","aqn","7.0","ServiceList(serviceId=758, serviceCode=aqn, serviceName=CashMyPic)","CashMyPic"
"server1","ckillcash1","ksl","7.0","ServiceList(serviceId=676, serviceCode=ksl, serviceName=CkillCash)","CkillCash"
"server1","clubhouse1","et","7.0","ServiceList(serviceId=121, serviceCode=et, serviceName=Clubhouse)","Club house"
"server1","clubvistara1","uba","7.0","ServiceList(serviceId=743, serviceCode=uba, serviceName=Club Vistara)","ClubVistara"
"server1","coinday1","icy","7.0","ServiceList(serviceId=674, serviceCode=icy, serviceName=CoinDay)","CoinDay"
"server1","coke2home1","hco","7.0","ServiceList(serviceId=724, serviceCode=hco, serviceName=Coke2home)","Coke2home"
"server1","coze1","aqf","7.0","ServiceList(serviceId=746, serviceCode=aqf, serviceName=Coze)","Coze"
"server1","eatsure1","tea","7.0","ServiceList(serviceId=800, serviceCode=tea, serviceName=Eatsure)","Eatsure"
"server1","eazideal1","eza","7.0","ServiceList(serviceId=796, serviceCode=eza, serviceName=EaziDeal)","EaziDeal"
"server1","edvantum1","aqw","7.0","ServiceList(serviceId=760, serviceCode=aqw, serviceName=Edvantum)","Edvantum"
"server1","exideaccess1","dcs","7.0","ServiceList(serviceId=794, serviceCode=dcs, serviceName=Exide Access)","ExideAccess"
"server1","firstgames1","ssf","7.0","ServiceList(serviceId=798, serviceCode=ssf, serviceName=First Games)","FirstGames"
"server1","funcode1","can","7.0","ServiceList(serviceId=656, serviceCode=can, serviceName=FunCode)","FunCode"
"server1","goldenplusgp1","aqp","7.0","ServiceList(serviceId=756, serviceCode=aqp, serviceName=Golden Plus GP)","GoldenPlusGP"
"server2","google2","go","7.0","ServiceList(serviceId=168, serviceCode=go, serviceName=Google)","Google"
"server1","meesho1","hp","7.0","ServiceList(serviceId=313, serviceCode=hp, serviceName=Meesho)","Meesho"
"server1","microsoft1","mm","6.0","ServiceList(serviceId=305, serviceCode=mm, serviceName=Microsoft)","Microsoft"
"server1","mynestle1","lne","7.0","ServiceList(serviceId=670, serviceCode=lne, serviceName=MyNestle)","MyNestle"
"server1","navi1","naa","7.0","ServiceList(serviceId=683, serviceCode=naa, serviceName=Navi)","Navi"
"server1","netmeds1","eme","7.0","ServiceList(serviceId=116, serviceCode=eme, serviceName=Netmeds)","Netmeds"
"server1","nykaa1","nkn","7.0","ServiceList(serviceId=331, serviceCode=nkn, serviceName=Nykaa)","Nykaa"
"server1","olacabs1","ly","7.0","ServiceList(serviceId=289, serviceCode=ly, serviceName=Olacabs)","Olacabs"
"server1","pokercircle1","pcc","7.0","ServiceList(serviceId=713, serviceCode=pcc, serviceName=PokerCircle)","PokerCircle"
"server1","pokersaint1","pks","7.0","ServiceList(serviceId=373, serviceCode=pks, serviceName=Poker Saint)","PokerSaint"
"server1","rapido1","prd","7.0","ServiceList(serviceId=384, serviceCode=prd, serviceName=Rapido)","Rapido"
"server1","rayobyte1","aqh","7.0","ServiceList(serviceId=747, serviceCode=aqh, serviceName=Rayobyte)","Rayobyte"
"server1","rediffmail1","co","7.0","ServiceList(serviceId=70, serviceCode=co, serviceName=Rediffmail)","Rediffmail"
"server1","rummyguru1","umy","7.0","ServiceList(serviceId=692, serviceCode=umy, serviceName=Rummy Guru)","RummyGuru"
"server1","sevlon1","lsv","7.0","ServiceList(serviceId=715, serviceCode=lsv, serviceName=Sevlon)","Sevlon"
"server1","sikka1","iik","7.0","ServiceList(serviceId=208, serviceCode=iik, serviceName=Sikka)","Sikka"
"server1","siply1","np","7.0","ServiceList(serviceId=334, serviceCode=np, serviceName=Siply)","Siply"
"server1","sityflo1","ofi","7.0","ServiceList(serviceId=682, serviceCode=ofi, serviceName=cityflo)","Sityflo"
"server1","sixer1","rex","7.0","ServiceList(serviceId=671, serviceCode=rex, serviceName=Sixer)","Sixer"
"server1","skillclash1","skc","7.0","ServiceList(serviceId=460, serviceCode=skc, serviceName=SkillClash)","SkillClash"
"server1","skillfantasy1","nfs","7.0","ServiceList(serviceId=728, serviceCode=nfs, serviceName=Skill Fantasy)","SkillFantasy"
"server1","smytten1","yen","7.0","ServiceList(serviceId=720, serviceCode=yen, serviceName=Smytten)","Smytten"
"server1","spartanpoker1","spp","7.0","ServiceList(serviceId=466, serviceCode=spp, serviceName=Spartan Poker)","SpartanPoker"
"server1","stockedge1","ggg","7.0","ServiceList(serviceId=461, serviceCode=ske, serviceName=StockEdge)","StockEdge"
"server1","777ace1","eec","12.0","ServiceList(serviceId=813, serviceCode=eec, serviceName=777ACE)","777ACE"
"server1","hinge1","vz","11.0","ServiceList(serviceId=812, serviceCode=vz, serviceName=Hinge)","Hinge"
"server1","citymall1","ama","9.0","ServiceList(serviceId=18, serviceCode=ama, serviceName=City Mall)","CityMall"
"server1","samsung1","gs","7.0","ServiceList(serviceId=309, serviceCode=gs, serviceName=Samsung Shop)","Samsung"
"server1","bluboy1","uub","8.0","ServiceList(serviceId=730, serviceCode=uub, serviceName=Bluboy)","Bluboy"
"server4","magicpin4","ngc","7.0","ServiceList(serviceId=327, serviceCode=ngc, serviceName=Magicpin)","Magicpin"
"server1","bjpnarendramodi1","bjp","35.0","ServiceList(serviceId=811, serviceCode=bjp, serviceName=BJP (Narendra Modi))","BJPNarendraModi"
"server1","shikhar1","aki","11.0","ServiceList(serviceId=817, serviceCode=aki, serviceName=Shikhar)","Shikhar"
"server4","truemeds4","tdr","8.0","ServiceList(serviceId=624, serviceCode=tdr, serviceName=TRUEMEDS)","TRUEMEDS"
"server1","3patticlub1","bbb","10.0","ServiceList(serviceId=819, serviceCode=bbb, serviceName=3 Patti Club)","3PattiClub"
"server1","khelostar1","rts","10.0","ServiceList(serviceId=820, serviceCode=rts, serviceName=Khelostar)","Khelostar"
"server1","puntraja1","tja","10.0","ServiceList(serviceId=821, serviceCode=tja, serviceName=Puntraja)","Puntraja"
"server1","axissplash1","ssi","8.0","ServiceList(serviceId=818, serviceCode=ssi, serviceName=Axis Splash)","AxisSplash"
"server1","eatclub1","cul","12.0","ServiceList(serviceId=822, serviceCode=cul, serviceName=Eat club)","Eatclub"
"server1","mbm1","bmm","8.0","ServiceList(serviceId=823, serviceCode=bmm, serviceName=MBM)","MBM"
"server1","yonogames1","agr","10.0","ServiceList(serviceId=824, serviceCode=agr, serviceName=Yono Games)","YonoGames"
"server4","pharmeasy4","fc","10.0","ServiceList(serviceId=372, serviceCode=fc, serviceName=PharmEasy)","PharmEasy"
"server1","dainikbhaskar1","hsa","9.0","ServiceList(serviceId=825, serviceCode=hsa, serviceName=Dainik Bhaskar)","DainikBhaskar"
"server4","zepto4","adi","10.0","ServiceList(serviceId=598, serviceCode=zpt, serviceName=Zepto)","Zepto"
"server3","narendramodi3","qcx","13.0","ServiceList(serviceId=805, serviceCode=nem, serviceName=Narendra Modi)","NarendraModi"
"server1","bjporg1","jpj","5.0","ServiceList(serviceId=828, serviceCode=jpj, serviceName=BJP.ORG)","BJPORG"
"server1","playrummy1","pmm","10.0","ServiceList(serviceId=377, serviceCode=pmm, serviceName=Playrummy)","Playrummy"
"server1","winexch1","cch","10.5","ServiceList(serviceId=826, serviceCode=cch, serviceName=Winexch)","Winexch"
"server3","bjpnarendramodi3","qcx","0.0","ServiceList(serviceId=811, serviceCode=bjp, serviceName=BJP (Narendra Modi))","BJPNarendraModi"
"server1","fasterwins1","ttn","10.0","ServiceList(serviceId=829, serviceCode=ttn, serviceName=FasterWins)","FasterWins"
"server1","blinkit1","kbl","10.0","ServiceList(serviceId=830, serviceCode=kbl, serviceName=Blinkit)","Blinkit"
"server1","rechargepos1","ero","16.0","ServiceList(serviceId=827, serviceCode=ero, serviceName=Recharge POS)","RechargePOS"
"server1","51exch1","cce","12.0","ServiceList(serviceId=831, serviceCode=cce, serviceName=51EXCH)","51EXCH"
"server1","nats1","sns","10.0","ServiceList(serviceId=832, serviceCode=sns, serviceName=Nats)","Nats"
